xi,yi,zi,xo,yo,zo
3.536969295296835298e+02,-5.211972394379004214e+01,1.900302055159615477e+00,3.655336205297047059e+02,-6.289744366597490455e+01,2.000000000000000000e+00
3.537094931338961032e+02,-5.415164479183273016e+01,1.906530343345536505e+00,3.653688599134596302e+02,-6.508449568319096556e+01,2.000000000000000000e+00
3.536805050704061841e+02,-5.617815127036438128e+01,1.912578758451659144e+00,3.651778291443200715e+02,-6.726599583233070234e+01,2.000000000000000000e+00
3.536116429320172188e+02,-5.819867508554771263e+01,1.918445106903836184e+00,3.649598853154832909e+02,-6.944150891074040999e+01,2.000000000000000000e+00
3.535044387627017954e+02,-6.021317796250788490e+01,1.924127195127925738e+00,3.647143855201455267e+02,-7.161059971576678151e+01,2.000000000000000000e+00
3.533604246063661094e+02,-6.222162162661157225e+01,1.929622829549783702e+00,3.644406868515037559e+02,-7.377283304475628256e+01,2.000000000000000000e+00
3.531811325069165264e+02,-6.422396780322520726e+01,1.934929816595266416e+00,3.641381464027543871e+02,-7.592777369505533613e+01,2.000000000000000000e+00
3.529680945082596395e+02,-6.622017821771527224e+01,1.940045962690227999e+00,3.638061212670943405e+02,-7.807498646401054998e+01,2.000000000000000000e+00
3.527228426543015871e+02,-6.821021459544837739e+01,1.944969074260528341e+00,3.634439685377204796e+02,-8.021403614896840395e+01,2.000000000000000000e+00
3.524469089889485076e+02,-7.019403866179101215e+01,1.949696957732019786e+00,3.630510453078292130e+02,-8.234448754727534947e+01,2.000000000000000000e+00
3.521418255561068804e+02,-7.217161214210969433e+01,1.954227419530560006e+00,3.626267086706171199e+02,-8.446590545627790902e+01,2.000000000000000000e+00
3.518091243996832986e+02,-7.414289676177078547e+01,1.958558266082006671e+00,3.621703157192812341e+02,-8.657785467332261931e+01,2.000000000000000000e+00
3.514503375635837870e+02,-7.610785424614101657e+01,1.962687303812212569e+00,3.616812235470179644e+02,-8.867989999575601701e+01,2.000000000000000000e+00
3.510669970917148248e+02,-7.806644632058676336e+01,1.966612339147035815e+00,3.611587892470240604e+02,-9.077160622092466724e+01,2.000000000000000000e+00
3.506606350279829485e+02,-8.001863471047451526e+01,1.970331178512332748e+00,3.606023699124962150e+02,-9.285253814617492196e+01,2.000000000000000000e+00
3.502327834162940121e+02,-8.196438114117087537e+01,1.973841628333958376e+00,3.600113226366312347e+02,-9.492226056885331786e+01,2.000000000000000000e+00
3.497849743005547225e+02,-8.390364733804226205e+01,1.977141495037769481e+00,3.593850045126258692e+02,-9.698033828630643427e+01,2.000000000000000000e+00
3.493184284361254299e+02,-8.583634982367962607e+01,1.980228585049622403e+00,3.587227726336766409e+02,-9.902633609588076524e+01,2.000000000000000000e+00
3.488317659630929484e+02,-8.776202748060056535e+01,1.983100704795372593e+00,3.580239840929800721e+02,-1.010598187949228475e+02,2.000000000000000000e+00
3.483223127194269750e+02,-8.968003124335930920e+01,1.985755660700876835e+00,3.572879959837331967e+02,-1.030803511807791040e+02,2.000000000000000000e+00
3.477873851119610435e+02,-9.158971067699719981e+01,1.988191259191989246e+00,3.565141653991325938e+02,-1.050874980507960288e+02,2.000000000000000000e+00
3.472242995475287444e+02,-9.349041534655606256e+01,1.990405306694568388e+00,3.557018494323748428e+02,-1.070808242023202723e+02,2.000000000000000000e+00
3.466303724329632132e+02,-9.538149481707722543e+01,1.992395609634470155e+00,3.548504051766567500e+02,-1.090598944326982433e+02,2.000000000000000000e+00
3.460029201750980974e+02,-9.726229865360225801e+01,1.994159974437549554e+00,3.539591897251748378e+02,-1.110242735392764928e+02,2.000000000000000000e+00
3.453392591807667600e+02,-9.913217642117264461e+01,1.995696207529662924e+00,3.530275601711260833e+02,-1.129735263194014010e+02,2.000000000000000000e+00
3.446367058568024504e+02,-1.009904776848300543e+02,1.997002115336666161e+00,3.520548736077068952e+02,-1.149072175704196752e+02,2.000000000000000000e+00
3.438925766100388159e+02,-1.028365520096159003e+02,1.998075504284416049e+00,3.510404876758101977e+02,-1.168249115638834041e+02,2.000000000000000000e+00
3.431041878473091629e+02,-1.046697489605718090e+02,1.998914180798768037e+00,3.499840660662413256e+02,-1.187258787599934493e+02,2.000000000000000000e+00
3.422688892683031554e+02,-1.064894078757717040e+02,1.999515951305578909e+00,3.488860872925603189e+02,-1.206086073799618248e+02,2.000000000000000000e+00
3.413855019065784973e+02,-1.082944161259514289e+02,1.999878622230704117e+00,3.477471639854925911e+02,-1.224714568910156487e+02,2.000000000000000000e+00
3.404548673688212830e+02,-1.100830403980723418e+02,2.000000000000000000e+00,3.465679087757646926e+02,-1.243127867603817833e+02,2.000000000000000000e+00
3.394779738790977603e+02,-1.118535023408698237e+02,1.999919691019799828e+00,3.453489342941027758e+02,-1.261309564552870484e+02,2.000000000000000000e+00
3.384558096614744045e+02,-1.136040236030792983e+02,1.999679550458441923e+00,3.440908531712323679e+02,-1.279243254429584766e+02,2.000000000000000000e+00
3.373893629400176337e+02,-1.153328258334362175e+02,1.999280757884791093e+00,3.427942780378804173e+02,-1.296912531906228025e+02,2.000000000000000000e+00
3.362796219387936389e+02,-1.170381306806759625e+02,1.998724492867712144e+00,3.414598215247726216e+02,-1.314300991655070732e+02,2.000000000000000000e+00
3.351275748818687816e+02,-1.187181597935341131e+02,1.998011934976069659e+00,3.400880962626349628e+02,-1.331392228348381366e+02,2.000000000000000000e+00
3.339342099933094801e+02,-1.203711348207459224e+02,1.997144263778728224e+00,3.386797148821937640e+02,-1.348169836658429404e+02,2.000000000000000000e+00
3.327005154971822094e+02,-1.219952774110468710e+02,1.996122658844552422e+00,3.372352900141751206e+02,-1.364617411257483184e+02,2.000000000000000000e+00
3.314274796175532742e+02,-1.235888092131723823e+02,1.994948299742406839e+00,3.357554342893049579e+02,-1.380718546817812751e+02,2.000000000000000000e+00
3.301160905784890929e+02,-1.251499518758579512e+02,1.993622366041156058e+00,3.342407603383097126e+02,-1.396456838011687296e+02,2.000000000000000000e+00
3.287673366040557426e+02,-1.266769270478389444e+02,1.992146037309664885e+00,3.326918807919151391e+02,-1.411815879511375158e+02,2.000000000000000000e+00
3.273822059183199258e+02,-1.281679563778507713e+02,1.990520493116797907e+00,3.311094082808477879e+02,-1.426779265989144676e+02,2.000000000000000000e+00
3.259616867453479472e+02,-1.296212615146289409e+02,1.988746913031419927e+00,3.294939554358332998e+02,-1.441330592117267031e+02,2.000000000000000000e+00
3.245067673092058840e+02,-1.310350641069088056e+02,1.986826476622394866e+00,3.278461348875980548e+02,-1.455453452568010277e+02,2.000000000000000000e+00
3.230184358339605524e+02,-1.324075858034258317e+02,1.984760363458588195e+00,3.261665592668681484e+02,-1.469131442013642754e+02,2.000000000000000000e+00
3.214976805436780296e+02,-1.337370482529153435e+02,1.982549753108864499e+00,3.244558412043697331e+02,-1.482348155126433937e+02,2.000000000000000000e+00
3.199454896624246771e+02,-1.350216731041129492e+02,1.980195825142087696e+00,3.227145933308287908e+02,-1.495087186578654155e+02,2.000000000000000000e+00
3.183628514142669701e+02,-1.362596820057539730e+02,1.977699759127123036e+00,3.209434282769714741e+02,-1.507332131042571177e+02,2.000000000000000000e+00
3.167507540232713268e+02,-1.374492966065738528e+02,1.975062734632834882e+00,3.191429586735239354e+02,-1.519066583190454196e+02,2.000000000000000000e+00
3.151101857135039381e+02,-1.385887385553080264e+02,1.972285931228088041e+00,3.173137971512121567e+02,-1.530274137694573255e+02,2.000000000000000000e+00
3.134421347090313930e+02,-1.396762295006918748e+02,1.969370528481746874e+00,3.154565758639452042e+02,-1.540939456560763006e+02,2.000000000000000000e+00
3.117475892339198253e+02,-1.407099910914608927e+02,1.966317705962676410e+00,3.135722230141150249e+02,-1.551063386783370674e+02,2.000000000000000000e+00
3.100275442403674901e+02,-1.416886903895367311e+02,1.963128643239740789e+00,3.116618967264782896e+02,-1.560659345226225696e+02,2.000000000000000000e+00
3.082830288631618032e+02,-1.426132573994221957e+02,1.959804519881805263e+00,3.097267611582722679e+02,-1.569741078549316171e+02,2.000000000000000000e+00
3.065150830660479642e+02,-1.434853390201532761e+02,1.956346515457733970e+00,3.077679804667355370e+02,-1.578322333412628495e+02,2.000000000000000000e+00
3.047247468170921252e+02,-1.443065824367578216e+02,1.952755809536391718e+00,3.057867188091053663e+02,-1.586416856476149633e+02,2.000000000000000000e+00
3.029130600843599836e+02,-1.450786348342636813e+02,1.949033581686642869e+00,3.037841403426199349e+02,-1.594038394399867684e+02,2.000000000000000000e+00
3.010810628359172938e+02,-1.458031433976987330e+02,1.945181011477352451e+00,3.017614092245171946e+02,-1.601200693843769329e+02,2.000000000000000000e+00
2.992297950398294120e+02,-1.464817553120908258e+02,1.941199278477384826e+00,2.997196896120350402e+02,-1.607917501467840680e+02,2.000000000000000000e+00
2.973602966641623766e+02,-1.471161177624678373e+02,1.937089562255605024e+00,2.976601456624113666e+02,-1.614202563932070120e+02,2.000000000000000000e+00
2.954736076769819419e+02,-1.477078779338575600e+02,1.932853042380877406e+00,2.955839415328841255e+02,-1.620069627896444047e+02,2.000000000000000000e+00
2.935707680463536917e+02,-1.482586830112879568e+02,1.928490898422066113e+00,2.934922413806910413e+02,-1.625532440020949707e+02,2.000000000000000000e+00
2.916528177403434938e+02,-1.487701801797868484e+02,1.924004309948036617e+00,2.913862093630703498e+02,-1.630604746965573781e+02,2.000000000000000000e+00
2.897207967270166478e+02,-1.492440166243820840e+02,1.919394456527653059e+00,2.892670096372596049e+02,-1.635300295390303802e+02,2.000000000000000000e+00
2.877757449744394194e+02,-1.496818395301014846e+02,1.914662517729780244e+00,2.871358063604969288e+02,-1.639632831955127017e+02,2.000000000000000000e+00
2.858187024506773355e+02,-1.500852960819730413e+02,1.909809673123282758e+00,2.849937636900201028e+02,-1.643616103320030106e+02,2.000000000000000000e+00
2.838507091237960367e+02,-1.504560334650244329e+02,1.904837102277024963e+00,2.828420457830673058e+02,-1.647263856145000034e+02,2.000000000000000000e+00
2.818728049618610498e+02,-1.507956988642837359e+02,1.899745984759872108e+00,2.806818167968760349e+02,-1.650589837090024048e+02,2.000000000000000000e+00
2.798860299329386407e+02,-1.511059394647786007e+02,1.894537500140688113e+00,2.785142408886846397e+02,-1.653607792815089397e+02,2.000000000000000000e+00
2.778914240050942226e+02,-1.513884024515369902e+02,1.889212827988338228e+00,2.763404822157308445e+02,-1.656331469980183044e+02,2.000000000000000000e+00
2.758900271463933223e+02,-1.516447350095868103e+02,1.883773147871686815e+00,2.741617049352524305e+02,-1.658774615245291670e+02,2.000000000000000000e+00
2.738828793249019213e+02,-1.518765843239557967e+02,1.878219639359598236e+00,2.719790732044874630e+02,-1.660950975270402807e+02,2.000000000000000000e+00
2.718710205086856604e+02,-1.520855975796718838e+02,1.872553482020937743e+00,2.697937511806738371e+02,-1.662874296715503135e+02,2.000000000000000000e+00
2.698554906658103505e+02,-1.522734219617630060e+02,1.866775855424569697e+00,2.676069030210492770e+02,-1.664558326240580470e+02,2.000000000000000000e+00
2.678373297643415754e+02,-1.524417046552569275e+02,1.860887939139358238e+00,2.654196928828519617e+02,-1.666016810505621493e+02,2.000000000000000000e+00
2.658175777723450892e+02,-1.525920928451814689e+02,1.854890912734168396e+00,2.632332849233196725e+02,-1.667263496170612882e+02,2.000000000000000000e+00
2.637972746578867032e+02,-1.527262337165645931e+02,1.848785955777864976e+00,2.610488072937360471e+02,-1.668311954635614143e+02,2.000000000000000000e+00
2.617774603890321146e+02,-1.528457744544341494e+02,1.842574247839312784e+00,2.588667346247693786e+02,-1.669172576271936350e+02,2.000000000000000000e+00
2.597590026725083021e+02,-1.529521637292772027e+02,1.836256968487375518e+00,2.566869724376459772e+02,-1.669852981295742040e+02,2.000000000000000000e+00
2.577420389762865511e+02,-1.530460086820064589e+02,1.829835297290918650e+00,2.545094072311623847e+02,-1.670360697331020106e+02,2.000000000000000000e+00
2.557265133020080441e+02,-1.531276935022905263e+02,1.823310413818806541e+00,2.523339255041155127e+02,-1.670703252001758017e+02,2.000000000000000000e+00
2.537123696499901087e+02,-1.531976023782729044e+02,1.816683497639903777e+00,2.501604137553019029e+02,-1.670888172931943814e+02,2.000000000000000000e+00
2.516995520205502430e+02,-1.532561194980969788e+02,1.809955728323075164e+00,2.479887584835184384e+02,-1.670922987745565536e+02,2.000000000000000000e+00
2.496880044140057464e+02,-1.533036290499061636e+02,1.803128285437185285e+00,2.458188461875616611e+02,-1.670815224066611222e+02,2.000000000000000000e+00
2.476776708306744297e+02,-1.533405152218439014e+02,1.796202348551098726e+00,2.436505633662283117e+02,-1.670572409519068913e+02,2.000000000000000000e+00
2.456684952708731942e+02,-1.533671622020537200e+02,1.789179097233680071e+00,2.414837965183151027e+02,-1.670202071726926647e+02,2.000000000000000000e+00
2.436604217349197938e+02,-1.533839541786790903e+02,1.782059711053794349e+00,2.393184321426188319e+02,-1.669711738314172464e+02,2.000000000000000000e+00
2.416533942231314995e+02,-1.533912753398633129e+02,1.774845369580305254e+00,2.371543567379359558e+02,-1.669108936904794405e+02,2.000000000000000000e+00
2.396473567358258379e+02,-1.533895098737499154e+02,1.767537252382078039e+00,2.349914568030634427e+02,-1.668401195122780507e+02,2.000000000000000000e+00
2.376422532733202218e+02,-1.533790419684823121e+02,1.760136539027977509e+00,2.328296188367978630e+02,-1.667596040592118243e+02,2.000000000000000000e+00
2.356380278359319504e+02,-1.533602558122039738e+02,1.752644409086867583e+00,2.306687293379358437e+02,-1.666701000936796504e+02,2.000000000000000000e+00
2.336346244239786358e+02,-1.533335355930583432e+02,1.745062042127613955e+00,2.285086748052743530e+02,-1.665723603780802762e+02,2.000000000000000000e+00
2.316319870377775487e+02,-1.532992654991888344e+02,1.737390617719080321e+00,2.263493417376098478e+02,-1.664671376748124771e+02,2.000000000000000000e+00
2.296300596776462157e+02,-1.532578297187389467e+02,1.729631315430131711e+00,2.241906166337391255e+02,-1.663551847462751141e+02,2.000000000000000000e+00
2.276287863439021066e+02,-1.532096124398521226e+02,1.721785314829633817e+00,2.220323859924589271e+02,-1.662372543548669910e+02,2.000000000000000000e+00
2.256281110368624923e+02,-1.531549978506716911e+02,1.713853795486449005e+00,2.198745363125657661e+02,-1.661140992629868833e+02,2.000000000000000000e+00
2.236279777568448992e+02,-1.530943701393412084e+02,1.705837936969443192e+00,2.177169540928565823e+02,-1.659864722330335098e+02,2.000000000000000000e+00
2.216283305041666267e+02,-1.530281134940040886e+02,1.697738918847480738e+00,2.155595258321279175e+02,-1.658551260274058166e+02,2.000000000000000000e+00
2.196291132791453151e+02,-1.529566121028037742e+02,1.689557920689426673e+00,2.134021380291764558e+02,-1.657208134085025506e+02,2.000000000000000000e+00
2.176302700820982068e+02,-1.528802501538837362e+02,1.681296122064145138e+00,2.112446771827990801e+02,-1.655842871387224875e+02,2.000000000000000000e+00
2.156317449133428852e+02,-1.527994118353873318e+02,1.672954702540501382e+00,2.090870297917923608e+02,-1.654462999804644596e+02,2.000000000000000000e+00
2.136334817731965359e+02,-1.527144813354581174e+02,1.664534841687359323e+00,2.069290823549529534e+02,-1.653076046961272709e+02,2.000000000000000000e+00
2.116354246619769697e+02,-1.526258428422394218e+02,1.656037719073583991e+00,2.047707213710776841e+02,-1.651689540481096401e+02,2.000000000000000000e+00
2.096375175800014006e+02,-1.525338805438748011e+02,1.647464514268040636e+00,2.026118337441742483e+02,-1.650310983495287758e+02,2.000000000000000000e+00
2.076397045275870141e+02,-1.524389786285076696e+02,1.638816406839592510e+00,2.004523489912000400e+02,-1.648945303412320129e+02,2.000000000000000000e+00
2.056419295050515643e+02,-1.523415212842813560e+02,1.630094576357105529e+00,1.982922761447704545e+02,-1.647592621348563000e+02,2.000000000000000000e+00
2.036441365127123220e+02,-1.522418926993394450e+02,1.621300202389443168e+00,1.961316329361786188e+02,-1.646252532632281884e+02,2.000000000000000000e+00
2.016462695508868137e+02,-1.521404770618253508e+02,1.612434464505470455e+00,1.939704370967176885e+02,-1.644924632591742579e+02,2.000000000000000000e+00
1.996482726198923388e+02,-1.520376585598824875e+02,1.603498542274052641e+00,1.918087063576807054e+02,-1.643608516555210883e+02,2.000000000000000000e+00
1.976500897200465943e+02,-1.519338213816542407e+02,1.594493615264053643e+00,1.896464584503608251e+02,-1.642303779850952026e+02,2.000000000000000000e+00
1.956516648516665384e+02,-1.518293497152841951e+02,1.585420863044338269e+00,1.874837111060513166e+02,-1.641010017807232941e+02,2.000000000000000000e+00
1.936529420150701526e+02,-1.517246277489157080e+02,1.576281465183771990e+00,1.853204820560452788e+02,-1.639726825752318007e+02,2.000000000000000000e+00
1.916538652105743097e+02,-1.516200396706922504e+02,1.567076601251218060e+00,1.831567890316357818e+02,-1.638453799014473020e+02,2.000000000000000000e+00
1.896543875758260924e+02,-1.515159167152160080e+02,1.557807450815541950e+00,1.809926497641159244e+02,-1.637190532921964348e+02,2.000000000000000000e+00
1.876545081818668450e+02,-1.514123239194000234e+02,1.548475193445607578e+00,1.788280819847789473e+02,-1.635936622803056935e+02,2.000000000000000000e+00
1.856542405019886246e+02,-1.513092428548323483e+02,1.539081008710281084e+00,1.766631034249180345e+02,-1.634691663986017147e+02,2.000000000000000000e+00
1.836535980145509654e+02,-1.512066550637308637e+02,1.529626076178425276e+00,1.744977318158263131e+02,-1.633455251799110215e+02,2.000000000000000000e+00
1.816525941979138850e+02,-1.511045420883132238e+02,1.520111575418905625e+00,1.723319848887967680e+02,-1.632226981570602220e+02,2.000000000000000000e+00
1.796512425304371448e+02,-1.510028854707971391e+02,1.510538686000586717e+00,1.701658803751227254e+02,-1.631006448628758676e+02,2.000000000000000000e+00
1.776495564904805917e+02,-1.509016667534003773e+02,1.500908587492333357e+00,1.679994360060971701e+02,-1.629793248301845097e+02,2.000000000000000000e+00
1.756475495564040727e+02,-1.508008674783406775e+02,1.491222459463010797e+00,1.658326695130135420e+02,-1.628586975918127280e+02,2.000000000000000000e+00
1.736452352065673210e+02,-1.507004691878357789e+02,1.481481481481481843e+00,1.636655986271646270e+02,-1.627387226805871308e+02,2.000000000000000000e+00
1.716426269193301550e+02,-1.506004534241033923e+02,1.471686833116612192e+00,1.614982410798436661e+02,-1.626193596293341841e+02,2.000000000000000000e+00
1.696397381730523932e+02,-1.505008017293612284e+02,1.461839693937266649e+00,1.593306146023439567e+02,-1.625005679708805530e+02,2.000000000000000000e+00
1.676365824460938256e+02,-1.504014956458271115e+02,1.451941243512309576e+00,1.571627369259584555e+02,-1.623823072380527606e+02,2.000000000000000000e+00
1.656331732168143844e+02,-1.503025167157186957e+02,1.441992661410606003e+00,1.549946257819804032e+02,-1.622645369636774433e+02,2.000000000000000000e+00
1.636295239635738028e+02,-1.502038464812537484e+02,1.431995127201020290e+00,1.528262989017028985e+02,-1.621472166805810673e+02,2.000000000000000000e+00
1.616256481647318992e+02,-1.501054664846499804e+02,1.421949820452417024e+00,1.506577740164190971e+02,-1.620303059215902692e+02,2.000000000000000000e+00
1.596215592986484921e+02,-1.500073582681251878e+02,1.411857920733661009e+00,1.484890688574222679e+02,-1.619137642195316573e+02,2.000000000000000000e+00
1.576172708436834000e+02,-1.499095033738969960e+02,1.401720607613616165e+00,1.463202011560054245e+02,-1.617975511072316692e+02,2.000000000000000000e+00
1.556127962781964413e+02,-1.498118833441832010e+02,1.391539060661147520e+00,1.441511886434617224e+02,-1.616816261175169416e+02,2.000000000000000000e+00
1.536081490805472640e+02,-1.497144797212015987e+02,1.381314459445120102e+00,1.419820490510841466e+02,-1.615659487832141110e+02,2.000000000000000000e+00
1.516033427290959139e+02,-1.496172740471698148e+02,1.371047983534398274e+00,1.398128001101660800e+02,-1.614504786371496721e+02,2.000000000000000000e+00
1.495983907022022095e+02,-1.495202478643056452e+02,1.360740812497846619e+00,1.376434595520006781e+02,-1.613351752121501477e+02,2.000000000000000000e+00
1.475933064782258839e+02,-1.494233827148268006e+02,1.350394125904329945e+00,1.354740451078808974e+02,-1.612199980410422313e+02,2.000000000000000000e+00
1.455881035355267272e+02,-1.493266601409510201e+02,1.340009103322712392e+00,1.333045745090999219e+02,-1.611049066566524175e+02,2.000000000000000000e+00
1.435827953524645864e+02,-1.492300616848960146e+02,1.329586924321859431e+00,1.311350654869510777e+02,-1.609898605918072576e+02,2.000000000000000000e+00
1.415773954073993082e+02,-1.491335688888795801e+02,1.319128768470635871e+00,1.289655357727274065e+02,-1.608748193793333883e+02,2.000000000000000000e+00
1.395719171786905406e+02,-1.490371632951194272e+02,1.308635815337905184e+00,1.267960030977218651e+02,-1.607597425520573324e+02,2.000000000000000000e+00
1.375663741446983579e+02,-1.489408264458332667e+02,1.298109244492531955e+00,1.246264851932278503e+02,-1.606445896428056415e+02,2.000000000000000000e+00
1.355607797837823512e+02,-1.488445398832388662e+02,1.287550235503381657e+00,1.224569997905383332e+02,-1.605293201844049236e+02,2.000000000000000000e+00
1.335551475743024241e+02,-1.487482851495539080e+02,1.276959967939318430e+00,1.202875646209464975e+02,-1.604138937096817585e+02,2.000000000000000000e+00
1.315494909946185089e+02,-1.486520437869961597e+02,1.266339621369207302e+00,1.181181974157455414e+02,-1.602982697514626693e+02,2.000000000000000000e+00
1.295438235230901682e+02,-1.485557973377833605e+02,1.255690375361912414e+00,1.159489159062285921e+02,-1.601824078425742357e+02,2.000000000000000000e+00
1.275381586380774053e+02,-1.484595273441332495e+02,1.245013409486299238e+00,1.137797378236887909e+02,-1.600662675158430375e+02,2.000000000000000000e+00
1.255325098179400243e+02,-1.483632153482635090e+02,1.234309903311231471e+00,1.116106808994192789e+02,-1.599498083040956544e+02,2.000000000000000000e+00
1.235268905410379148e+02,-1.482668428923919350e+02,1.223581036405574585e+00,1.094417628647132403e+02,-1.598329897401586379e+02,2.000000000000000000e+00
1.215213142857306536e+02,-1.481703915187362384e+02,1.212827988338192498e+00,1.072730014508637169e+02,-1.597157713568585677e+02,2.000000000000000000e+00
1.195157945303781588e+02,-1.480738427695141866e+02,1.202051938677950460e+00,1.051044143891638072e+02,-1.595981126870220237e+02,2.000000000000000000e+00
1.175103447533401919e+02,-1.479771781869434335e+02,1.191254066993712168e+00,1.029360194109068090e+02,-1.594799732634755287e+02,2.000000000000000000e+00
1.155049784329768414e+02,-1.478803793132417752e+02,1.180435552854343317e+00,1.007678342473858919e+02,-1.593613126190456626e+02,2.000000000000000000e+00
1.134997090476475421e+02,-1.477834276906269224e+02,1.169597575828707381e+00,9.859987662989398416e+01,-1.592420902865590620e+02,2.000000000000000000e+00
1.114945500757123682e+02,-1.476863048613166143e+02,1.158741315485670054e+00,9.643216428972436916e+01,-1.591222657988422213e+02,2.000000000000000000e+00
1.094895149955309819e+02,-1.475889923675286468e+02,1.147867951394095698e+00,9.426471495817018820e+01,-1.590017986887217489e+02,2.000000000000000000e+00
1.074846172854634574e+02,-1.474914717514806455e+02,1.136978663122849120e+00,9.209754636652472470e+01,-1.588806484890241677e+02,2.000000000000000000e+00
1.054798704238693148e+02,-1.473937245553903779e+02,1.126074630240793795e+00,8.993067618819571862e+01,-1.587587747811156476e+02,2.000000000000000000e+00
1.034752878891084009e+02,-1.472957323214756684e+02,1.115157032316795638e+00,8.776411425281840195e+01,-1.586361437237528662e+02,2.000000000000000000e+00
1.014708831595406195e+02,-1.471974765919541710e+02,1.104227048919718790e+00,8.559785468234780126e+01,-1.585127346473574903e+02,2.000000000000000000e+00
9.946666971352580333e+01,-1.470989389090435679e+02,1.093285859618428724e+00,8.343188972607941878e+01,-1.583885284526684813e+02,2.000000000000000000e+00
9.746266102942374232e+01,-1.470001008149616837e+02,1.082334643981788247e+00,8.126621163330881359e+01,-1.582635060404248293e+02,2.000000000000000000e+00
9.545887058559432603e+01,-1.469009438519261721e+02,1.071374581578663276e+00,7.910081265333171530e+01,-1.581376483113655240e+02,2.000000000000000000e+00
9.345531186039714555e+01,-1.468014495621548576e+02,1.060406851977918397e+00,7.693568503544344139e+01,-1.580109361662295555e+02,2.000000000000000000e+00
9.145199833219220409e+01,-1.467015994878654226e+02,1.049432634748417748e+00,7.477082102893965043e+01,-1.578833505057559137e+02,2.000000000000000000e+00
8.944894347933939116e+01,-1.466013751712756346e+02,1.038453109459027246e+00,7.260621288311598676e+01,-1.577548722306835884e+02,2.000000000000000000e+00
8.744616078019826944e+01,-1.465007581546032043e+02,1.027469455678609256e+00,7.044185284726778207e+01,-1.576254822417515697e+02,2.000000000000000000e+00
8.544366371312878528e+01,-1.463997299800658425e+02,1.016482852976030360e+00,6.827773317069072334e+01,-1.574951614396987907e+02,2.000000000000000000e+00
8.344146566077186833e+01,-1.462982720209663796e+02,1.005494480920154254e+00,6.611384610268029860e+01,-1.573638907252643264e+02,2.000000000000000000e+00
8.143957093901173039e+01,-1.461963496505242688e+02,9.945055190798457456e-01,6.395018389253215219e+01,-1.572316509991870532e+02,2.000000000000000000e+00
7.943796746752903459e+01,-1.460938993076181305e+02,9.835171470239696401e-01,6.178673878954171528e+01,-1.570984231622060747e+02,2.000000000000000000e+00
7.743664144108961978e+01,-1.459908543871737550e+02,9.725305443213910772e-01,5.962350304300467485e+01,-1.569641881150603240e+02,2.000000000000000000e+00
7.543557905445923950e+01,-1.458871482841169893e+02,9.615468905409737532e-01,5.746046890221648340e+01,-1.568289267584887909e+02,2.000000000000000000e+00
7.343476650240387471e+01,-1.457827143933735670e+02,9.505673652515829186e-01,5.529762861647284922e+01,-1.566926199932304371e+02,2.000000000000000000e+00
7.143418997968916528e+01,-1.456774861098693350e+02,9.395931480220822696e-01,5.313497443506906137e+01,-1.565552487200243093e+02,2.000000000000000000e+00
6.943383568108114900e+01,-1.455713968285300268e+02,9.286254184213371676e-01,5.097249860730085658e+01,-1.564167938396093120e+02,2.000000000000000000e+00
6.743368980134552260e+01,-1.454643799442815180e+02,9.176653560182121971e-01,4.881019338246368733e+01,-1.562772362527244923e+02,2.000000000000000000e+00
6.543373853524819594e+01,-1.453563688520494850e+02,9.067141403815720535e-01,4.664805100985321218e+01,-1.561365568601088398e+02,2.000000000000000000e+00
6.343396807755497235e+01,-1.452472969467598887e+02,8.957729510802809880e-01,4.448606373876488362e+01,-1.559947365625013731e+02,2.000000000000000000e+00
6.143436462303179013e+01,-1.451370976233383772e+02,8.848429676832040292e-01,4.232422381849434601e+01,-1.558517562606409967e+02,2.000000000000000000e+00
5.943491436644447390e+01,-1.450257042767107691e+02,8.739253697592059833e-01,4.016252349833708735e+01,-1.557075968552667007e+02,2.000000000000000000e+00
5.743560350255874170e+01,-1.449130503018029401e+02,8.630213368771509908e-01,3.800095502758863830e+01,-1.555622392471175601e+02,2.000000000000000000e+00
5.543641822614063841e+01,-1.447990690935406519e+02,8.521320486059048571e-01,3.583951065554472848e+01,-1.554156643369324797e+02,2.000000000000000000e+00
5.343734473195578971e+01,-1.446836940468496948e+02,8.412586845143306125e-01,3.367818263150065405e+01,-1.552678530254504778e+02,2.000000000000000000e+00
5.143836921477014812e+01,-1.445668585566558306e+02,8.304024241712931742e-01,3.151696320475209490e+01,-1.551187862134105160e+02,2.000000000000000000e+00
4.943947786934953115e+01,-1.444484960178848780e+02,8.195644471456574598e-01,2.935584462459455679e+01,-1.549684448015516409e+02,2.000000000000000000e+00
4.744065689045975631e+01,-1.443285398254626841e+02,8.087459330062882756e-01,2.719481914032363790e+01,-1.548168096906127857e+02,2.000000000000000000e+00
4.544189247286674771e+01,-1.442069233743149539e+02,7.979480613220499841e-01,2.503387900123486176e+01,-1.546638617813329404e+02,2.000000000000000000e+00
4.344317081133632996e+01,-1.440835800593675060e+02,7.871720116618073915e-01,2.287301645662380523e+01,-1.545095819744511232e+02,2.000000000000000000e+00
4.144447810063419269e+01,-1.439584432755462444e+02,7.764189635944254153e-01,2.071222375578605579e+01,-1.543539511707062672e+02,2.000000000000000000e+00
