x_in,y_in,z_in,x_out,y_out,z_out
22.173077,35.193305,0.000000,4.564373,36.679985,0.000000
21.512518,34.428242,0.000000,4.193062,37.732902,0.000000
20.848782,33.665902,0.000000,4.116707,38.845969,0.000000
20.181325,32.906864,0.000000,4.281274,39.952316,0.000000
19.509520,32.151614,0.000000,4.610686,41.021903,0.000000
18.832862,31.400783,0.000000,5.053075,42.047616,0.000000
18.150709,30.654857,0.000000,5.577651,43.035053,0.000000
17.462576,29.914535,0.000000,6.154262,43.993280,0.000000
16.762280,29.185569,0.000000,6.764375,44.930352,0.000000
16.031472,28.487590,0.000000,7.396196,45.853271,0.000000
15.252601,27.844412,0.000000,8.038211,46.768956,0.000000
14.414998,27.278322,0.000000,8.679681,47.685116,0.000000
13.525773,26.798011,0.000000,9.311384,48.607974,0.000000
12.593579,26.407472,0.000000,9.933562,49.537263,0.000000
11.627073,26.112130,0.000000,10.549829,50.470506,0.000000
10.636473,25.913041,0.000000,11.163820,51.405233,0.000000
9.631254,25.808766,0.000000,11.779227,52.339043,0.000000
8.620756,25.797453,0.000000,12.399713,53.269468,0.000000
7.613250,25.877117,0.000000,13.028940,54.194004,0.000000
6.616941,26.045906,0.000000,13.669885,55.110439,0.000000
5.638889,26.299881,0.000000,14.320910,56.019750,0.000000
4.684392,26.631530,0.000000,14.978329,56.924455,0.000000
3.756718,27.032742,0.000000,15.638495,57.827162,0.000000
2.858234,27.495279,0.000000,16.297780,58.730507,0.000000
1.989326,28.011859,0.000000,16.952560,59.637132,0.000000
1.150412,28.575508,0.000000,17.599152,60.549579,0.000000
0.340627,29.180543,0.000000,18.233875,61.470371,0.000000
-0.440224,29.822653,0.000000,18.852860,62.401693,0.000000
-1.186606,30.504059,0.000000,19.452383,63.345841,0.000000
-1.889585,31.230637,0.000000,20.028314,64.304263,0.000000
-2.536827,32.006355,0.000000,20.576080,65.279467,0.000000
-3.115144,32.835219,0.000000,21.086424,66.274788,0.000000
-3.608383,33.716893,0.000000,21.547990,67.293133,0.000000
-4.001463,34.647304,0.000000,21.948585,68.337462,0.000000
-4.291002,35.615762,0.000000,22.273903,69.406987,0.000000
-4.481783,36.607935,0.000000,22.510297,70.499788,0.000000
-4.579296,37.614101,0.000000,22.653828,71.608653,0.000000
-4.587865,38.624752,0.000000,22.708008,72.725412,0.000000
-4.510657,39.632534,0.000000,22.677068,73.843225,0.000000
-4.349263,40.630552,0.000000,22.565400,74.955823,0.000000
-4.105043,41.610813,0.000000,22.377244,76.058176,0.000000
-3.785990,42.569679,0.000000,22.116533,77.145635,0.000000
-3.404702,43.505556,0.000000,21.786712,78.214226,0.000000
-2.973928,44.419840,0.000000,21.390759,79.260095,0.000000
-2.505896,45.315728,0.000000,20.931089,80.279620,0.000000
-2.012000,46.197681,0.000000,20.409675,81.268939,0.000000
-1.502844,47.070961,0.000000,19.823798,82.221702,0.000000
-0.986957,47.940164,0.000000,19.158711,83.120249,0.000000
-0.466094,48.806412,0.000000,18.399021,83.939924,0.000000
0.059509,49.669770,0.000000,17.536135,84.650115,0.000000
0.589657,50.530369,0.000000,16.577872,85.224291,0.000000
1.124110,51.388277,0.000000,15.549343,85.664414,0.000000
1.662673,52.243634,0.000000,14.475476,85.976875,0.000000
2.205109,53.096520,0.000000,13.373573,86.165269,0.000000
2.751219,53.947077,0.000000,12.257168,86.230228,0.000000
3.300773,54.795398,0.000000,11.140504,86.182549,0.000000
3.853566,55.641623,0.000000,10.031583,86.040914,0.000000
4.409377,56.485865,0.000000,8.934007,85.825799,0.000000
4.967993,57.328251,0.000000,7.848463,85.557524,0.000000
5.529205,58.168917,0.000000,6.772870,85.250862,0.000000
6.092792,59.007981,0.000000,5.707986,84.909333,0.000000
6.658554,59.845595,0.000000,4.654346,84.534315,0.000000
7.226147,60.681956,0.000000,3.612729,84.127083,0.000000
7.794556,61.517778,0.000000,2.583877,83.688734,0.000000
8.362502,62.353903,0.000000,1.568392,83.220199,0.000000
8.928727,63.191202,0.000000,0.566803,82.722896,0.000000
9.491952,64.030516,0.000000,-0.420885,82.198392,0.000000
10.050901,64.872685,0.000000,-1.394593,81.648413,0.000000
10.604280,65.718521,0.000000,-2.354502,81.074648,0.000000
11.150785,66.568814,0.000000,-3.300862,80.478818,0.000000
11.687052,67.425765,0.000000,-4.234107,79.862588,0.000000
12.186571,68.304483,0.000000,-5.154682,79.227652,0.000000
12.605454,69.223678,0.000000,-6.063272,78.575563,0.000000
12.900891,70.189530,0.000000,-6.960433,77.907968,0.000000
13.053551,71.188308,0.000000,-7.847055,77.226267,0.000000
13.051811,72.199049,0.000000,-8.723767,76.532044,0.000000
12.864859,73.191674,0.000000,-9.591596,75.826555,0.000000
12.418691,74.095135,0.000000,-10.451240,75.111296,0.000000
11.698398,74.799916,0.000000,-11.303785,74.387417,0.000000
10.786656,75.225701,0.000000,-12.147584,73.653210,0.000000
9.785888,75.370119,0.000000,-12.972924,72.898817,0.000000
8.775256,75.320408,0.000000,-13.768459,72.112440,0.000000
7.783559,75.135068,0.000000,-14.519670,71.284481,0.000000
6.818669,74.835128,0.000000,-15.211203,70.405943,0.000000
5.886806,74.444260,0.000000,-15.826121,69.472122,0.000000
4.985650,73.987048,0.000000,-16.359759,68.489612,0.000000
4.107635,73.485868,0.000000,-16.820271,67.470314,0.000000
3.244634,72.959622,0.000000,-17.216036,66.424158,0.000000
2.391461,72.417447,0.000000,-17.554422,65.358504,0.000000
1.544331,71.865809,0.000000,-17.840727,64.277534,0.000000
0.699309,71.311061,0.000000,-18.080191,63.185249,0.000000
-0.147486,70.759382,0.000000,-18.278684,62.084716,0.000000
-0.997473,70.213291,0.000000,-18.442349,60.978455,0.000000
-1.850857,69.671951,0.000000,-18.577466,59.868284,0.000000
-2.705821,69.132169,0.000000,-18.690303,58.755645,0.000000
-3.548566,68.573392,0.000000,-18.787100,57.641454,0.000000
-4.358021,67.967516,0.000000,-18.874027,56.526442,0.000000
-5.110176,67.293198,0.000000,-18.957053,55.411186,0.000000
-5.797583,66.552675,0.000000,-19.039173,54.295838,0.000000
-6.419220,65.755994,0.000000,-19.120857,53.180505,0.000000
-6.976562,64.913194,0.000000,-19.202504,52.065124,0.000000
-7.473319,64.032765,0.000000,-19.284503,50.949810,0.000000
-7.913547,63.123271,0.000000,-19.367259,49.834515,0.000000
-8.302738,62.190185,0.000000,-19.451162,48.719336,0.000000
-8.645687,61.239499,0.000000,-19.536616,47.604253,0.000000
-8.947624,60.274812,0.000000,-19.624013,46.489329,0.000000
-9.213330,59.299329,0.000000,-19.713677,45.374583,0.000000
-9.447087,58.316229,0.000000,-19.805618,44.260018,0.000000
-9.652908,57.326527,0.000000,-19.899770,43.145642,0.000000
-9.834522,56.332338,0.000000,-19.996068,42.031446,0.000000
-9.996125,55.334564,0.000000,-20.094444,40.917434,0.000000
-10.141983,54.334407,0.000000,-20.194834,39.803599,0.000000
-10.276506,53.332654,0.000000,-20.297171,38.689944,0.000000
-10.404144,52.329976,0.000000,-20.401389,37.576461,0.000000
-10.529083,51.326958,0.000000,-20.507422,36.463151,0.000000
-10.652996,50.323780,0.000000,-20.615205,35.350008,0.000000
-10.776151,49.320521,0.000000,-20.724672,34.237030,0.000000
-10.898806,48.317196,0.000000,-20.835756,33.124212,0.000000
-11.021216,47.313844,0.000000,-20.948392,32.011550,0.000000
-11.143630,46.310494,0.000000,-21.062515,30.899040,0.000000
-11.266181,45.307175,0.000000,-21.178059,29.786675,0.000000
-11.388871,44.303867,0.000000,-21.294958,28.674454,0.000000
-11.511687,43.300582,0.000000,-21.413148,27.562367,0.000000
-11.634623,42.297303,0.000000,-21.532561,26.450413,0.000000
-11.757666,41.294046,0.000000,-21.653134,25.338581,0.000000
-11.880811,40.290792,0.000000,-21.774801,24.226872,0.000000
-12.004044,39.287559,0.000000,-21.897496,23.115272,0.000000
-12.127358,38.284326,0.000000,-22.021155,22.003783,0.000000
-12.250743,37.281111,0.000000,-22.145711,20.892391,0.000000
-12.374190,36.277895,0.000000,-22.271100,19.781095,0.000000
-12.497688,35.274692,0.000000,-22.397258,18.669884,0.000000
-12.621229,34.271489,0.000000,-22.524117,17.558754,0.000000
-12.744802,33.268294,0.000000,-22.651615,16.447696,0.000000
-12.868399,32.265099,0.000000,-22.779685,15.336706,0.000000
-12.992009,31.261908,0.000000,-22.908263,14.225772,0.000000
-13.115624,30.258716,0.000000,-23.037283,13.114891,0.000000
-13.239233,29.255524,0.000000,-23.166681,12.004053,0.000000
-13.362827,28.252331,0.000000,-23.296392,10.893252,0.000000
-13.486396,27.249134,0.000000,-23.426351,9.782480,0.000000
-13.609932,26.245933,0.000000,-23.556493,8.671729,0.000000
-13.733423,25.242726,0.000000,-23.686752,7.560993,0.000000
-13.856862,24.239513,0.000000,-23.817065,6.450262,0.000000
-13.980246,23.236293,0.000000,-23.947366,5.339530,0.000000
-14.103580,22.233065,0.000000,-24.077591,4.228789,0.000000
-14.226872,21.229834,0.000000,-24.207673,3.118031,0.000000
-14.350129,20.226597,0.000000,-24.337549,2.007250,0.000000
-14.473356,19.223358,0.000000,-24.467070,0.896421,0.000000
-14.596562,18.220115,0.000000,-24.595212,-0.214560,0.000000
-14.719752,17.216871,0.000000,-24.720434,-1.325889,0.000000
-14.842934,16.213626,0.000000,-24.841179,-2.437688,0.000000
-14.966113,15.210380,0.000000,-24.955894,-3.550157,0.000000
-15.089298,14.207135,0.000000,-25.063002,-4.663339,0.000000
-15.212494,13.203891,0.000000,-25.160937,-5.777414,0.000000
-15.335709,12.200651,0.000000,-25.248107,-6.892332,0.000000
-15.458949,11.197412,0.000000,-25.322928,-8.008188,0.000000
-15.582220,10.194179,0.000000,-25.381690,-9.124985,0.000000
-15.705531,9.190947,0.000000,-25.404670,-10.243062,0.000000
-15.828886,8.187725,0.000000,-25.364700,-11.360391,0.000000
-15.952294,7.184506,0.000000,-25.237135,-12.471078,0.000000
-16.075760,6.181297,0.000000,-25.016100,-13.567409,0.000000
-16.199293,5.178093,0.000000,-24.705578,-14.641661,0.000000
-16.322897,4.174901,0.000000,-24.308511,-15.687093,0.000000
-16.446581,3.171716,0.000000,-23.826966,-16.696425,0.000000
-16.570351,2.168544,0.000000,-23.262363,-17.661540,0.000000
-16.694209,1.165384,0.000000,-22.617324,-18.574749,0.000000
-16.818083,0.162231,0.000000,-21.900142,-19.432424,0.000000
-16.941831,-0.840941,0.000000,-21.120229,-20.233695,0.000000
-17.065305,-1.844140,0.000000,-20.286750,-20.979098,0.000000
-17.188363,-2.847403,0.000000,-19.407787,-21.670531,0.000000
-17.310854,-3.850716,0.000000,-18.490525,-22.310276,0.000000
-17.432438,-4.854189,0.000000,-17.538173,-22.896464,0.000000
-17.542505,-5.859110,0.000000,-16.550572,-23.421009,0.000000
-17.615266,-6.867103,0.000000,-15.528538,-23.874565,0.000000
-17.623121,-7.877480,0.000000,-14.474540,-24.247248,0.000000
-17.538883,-8.884511,0.000000,-13.392303,-24.529204,0.000000
-17.339832,-9.875452,0.000000,-12.287929,-24.706578,0.000000
-17.007804,-10.829474,0.000000,-11.171636,-24.759924,0.000000
-16.521039,-11.714727,0.000000,-10.057637,-24.666912,0.000000
-15.865884,-12.482322,0.000000,-8.970791,-24.407211,0.000000
-15.069288,-13.102210,0.000000,-7.934983,-23.988289,0.000000
-14.173381,-13.569932,0.000000,-6.960651,-23.438940,0.000000
-13.212541,-13.883292,0.000000,-6.053602,-22.784721,0.000000
-12.212463,-14.021984,0.000000,-5.215738,-22.044376,0.000000
-11.206480,-13.944549,0.000000,-4.447042,-21.232336,0.000000
-10.249235,-13.623933,0.000000,-3.743004,-20.363894,0.000000
-9.388119,-13.095811,0.000000,-3.094501,-19.452988,0.000000
-8.646415,-12.411004,0.000000,-2.490197,-18.511946,0.000000
-7.996372,-11.636711,0.000000,-1.917638,-17.551268,0.000000
-7.393372,-10.825511,0.000000,-1.366851,-16.577910,0.000000
-6.821659,-9.992150,0.000000,-0.832346,-15.595525,0.000000
-6.278902,-9.139718,0.000000,-0.308890,-14.607225,0.000000
-5.760826,-8.271752,0.000000,0.209035,-13.616061,0.000000
-5.257623,-7.395072,0.000000,0.727235,-12.625034,0.000000
-4.757679,-6.516516,0.000000,1.251515,-11.637214,0.000000
-4.249413,-5.642719,0.000000,1.787611,-10.655800,0.000000
-3.721455,-4.780851,0.000000,2.341166,-9.684059,0.000000
-3.162814,-3.938526,0.000000,2.917903,-8.725867,0.000000
-2.570990,-3.119243,0.000000,3.526021,-7.787321,0.000000
-1.952371,-2.319957,0.000000,4.174605,-6.876236,0.000000
-1.313519,-1.536640,0.000000,4.869244,-5.999993,0.000000
-0.660765,-0.764930,0.000000,5.598371,-5.152100,0.000000
0.000000,0.000000,0.000000,6.344607,-4.319074,0.000000
